Nuclei_Location_Center_X,Nuclei_Location_Center_Y
380.4186104218361,15.36724565756825
207.84840935224202,17.7548869298582
546.397233712515,38.6631334022751
432.07730307076105,57.28304405874499
607.58183856502,71.28251121076251
332.126264006559,75.4144575020495
676.527437400105,82.5839104954715
57.323147561748,91.1702026599115
496.260822216172,95.10590797713051
99.651894451962,113.912889039242
605.20866022933,107.08599879299948
674.5493222891549,113.2721197289155
266.413746223565,117.1560422960725
607.76493460587,130.0300459526335
406.270477047705,138.6402640264025
32.72744539411205,155.69278252611602
549.88108011445,180.55132331902698
623.1375945838299,179.0035842293905
336.3942461374535,207.060202450719
497.4219956750074,207.84337349397597
423.446418499718,228.869853355894
663.074792765635,235.3615297663905
618.014597191425,238.3773096821875
140.5345296356715,241.058727569331
646.083028529625,248.32918800292597
632.380992430615,252.8544995794785
152.670082860881,273.116877453118
468.0903097209445,273.1898190739035
223.9301810121905,281.6954192833395
55.6412288319585,287.976443768997
214.643367155205,347.088312664412
418.628408790045,353.0364045538791
338.87283763277696,382.164946889226
1033.338145231845,389.269320501604
158.5080459770115,393.304214559387
1053.405985584455,408.5368223127545
249.53602262578156,412.866329264662
63.670928030303,422.5707859848485
166.560041053712,432.7742045843309
360.13831258644547,445.77766251728895
369.50029171528604,459.88739789964995
1028.887158852345,458.6301609517144
213.5658596635205,477.909930242101
782.14659962953,476.2136808679545
160.820568610386,491.656948070786
304.1995242343145,497.287392209337
713.6029244747299,495.8793299261785
177.75856615709,514.486294148655
982.7445409429303,513.473573200995
788.457311393975,538.24107420056
668.04160906829,537.12703898258
744.5741197183099,542.05246478873
369.4346629986245,554.150103163685
144.978730703259,560.744425385935
212.094388777555,564.194589178355
311.9754869039625,575.257555406315
737.5146075325598,580.08588525167
1044.33139896373,579.413264248705
676.11429085673,582.9780417566599
70.25846294601999,583.1736047575499
85.438654353562,594.509894459105
265.9714542190305,610.901615798925
673.8283462033451,612.6953024453
200.28127090301,632.078260869565
414.047237076649,637.229411764705
379.02724795640296,653.6455819384951
115.49077359829651,659.64460610362
261.171261199173,695.609751895245
429.187841945289,698.78328267477
129.627034537515,714.5287812624049
437.096335078534,716.77277486911
1003.8842584636552,726.4010998453349
207.0597897503285,738.75082128778
113.854150039904,753.8092577813251
335.2852639873915,756.2470449172599
162.44711163153798,763.1446135831401
52.147014925373,763.8485074626849
62.488888888889,777.7353086419749
73.5714781401805,814.6526717557249
126.8944613306315,808.6171901384649
517.699913644215,821.2914507772
136.9934152765585,832.19139596137
174.867379159582,828.671605538015
282.7674872410685,858.262683878715
21.467013888888896,875.336185515875
89.340206185567,882.3024742268051
422.6105895196505,882.2602620087349
763.24460827465,903.88787411972
482.8916486681066,907.2019438444901
641.3635469364799,907.3894041596401
339.7472858866105,909.33365500603
125.34637631847548,912.818815923785
843.399636566955,939.10651383841
40.6013719512195,958.4034552845552
347.784864507601,963.1300396563099
535.2665215163951,969.337730532785
406.248339589951,970.0667051689301
470.2473104508195,973.339267418035
685.83724792408,974.0291814946601
869.887116564415,984.5705521472399
766.326923076925,986.3991656491651
279.4422346085635,990.2202938940947
187.178075228736,996.068451372415
47.91423169474046,1013.833276039875
848.41792623942,1027.56408706167
471.1809022212045,1032.093427982595
677.04246260069,1044.72980437284
357.042008757526,1048.3461959496449
781.296442111405,1050.61154855643
